0,1,2,3,4,5,6,7,8,9
-0.4146046718095869,0.7737946159312028,0.4773838441627154,-0.0036064737646758467,0.03753428845019854,-0.004192924684790525,0.0028412341313978433,-0.00047803425722426387,0.00019392107773276627,-0.0013322869660623838
-0.056837922338119025,0.04182660778280302,-0.11529825867369024,0.02295847111013275,0.08938057286263695,0.9860690996991543,-0.01366799709711886,0.020443638905372902,0.0040637703410099585,-0.016024315407876594
-0.006420139299119413,0.024450711775409674,-0.0393237400502832,0.026168898186977197,-0.08867317093961563,0.022400724028127664,0.06919904164121245,-0.9908765388990627,0.040710102241301324,-0.021975393752511514
-0.09660220457086077,0.16375101049972926,-0.289329506792402,0.08353887844898183,-0.7873487195614677,0.027231694166938783,0.48707793398204197,0.12350611288230076,0.00025671667015360247,-0.0022365066232082676
-0.002573029960039847,0.0021868156653881677,-0.0068191624079326826,0.004039556395579565,-0.0003477815048863222,-0.005155988987343508,-0.0019313820253827906,-0.024310797423575177,-0.866417996233188,-0.4986222857867548
-0.00045189589766982824,-0.05487528134352226,0.08920444967110426,0.9902450302926367,0.08251885749406139,-0.017787770387833177,0.03180763363159456,0.016027246661791873,0.005777912865035624,-0.004253979290610382
-0.030854523035393853,0.055541073970704104,-0.07271548945944462,0.07842512791026279,-0.48571004157500003,0.017980057410805442,-0.8648998107448758,-0.010361588650202778,-0.0028409553304175033,0.010977308004280636
-0.8784760366152565,-0.47597614514451947,0.008178600401647583,-0.02775459028354066,-0.0008821318922010173,-0.0286295943977204,-0.002432570676675602,-0.00781415610679473,0.001216189140776311,0.0006827707807393709
-0.20690504727701242,0.3733642850619273,-0.812477688134185,0.06491497567106888,0.34651329813180215,-0.15714486476047498,-0.09243349080229894,0.004013487687705714,0.01094013629548972,-0.003121710908843875
-0.003246659915722665,0.005012666128333485,-0.0086427080344945,0.0077483182286562586,0.005038027984419325,0.01504522311670161,0.012437285290648128,-0.03820123959127616,-0.4974769388002795,0.8663027956007786
